,City ID,City,Country,Lat,Lon,Date (UTC),Clouds (%),Humidity (%),Max Temp (F),Wind Speed (mph)
280,889215,Kariba,ZW,-16.52,28.8,1599946553,0,48,67.44,11.4978525306
281,6620339,Karratha,AU,-20.74,116.85,1599946553,0,33,78.24,40.533285574800004
282,2112309,Katsuura,JP,35.13,140.3,1599946553,40,88,73.4,7.5161059344
283,1267390,Kavaratti,IN,10.57,72.64,1599945989,100,78,81.63,36.238367898
284,2094342,Kavieng,PG,-2.57,150.8,1599946555,35,76,83.61,28.8788475039
285,1504081,Kaz,RU,52.91,87.31,1599946555,0,88,37.83,7.6950608376
286,551439,Kazanskaya,RU,45.41,40.44,1599946555,0,42,68.54,27.066929109
287,1538641,Kedrovyy,RU,56.17,91.82,1599946556,0,100,33.8,5.010737289600001
288,5990669,Kelvington,CA,52.17,-103.53,1599946556,86,47,55.17,30.2210092779
289,5866063,Kenai,US,60.55,-151.26,1599946556,1,50,57.99,7.5161059344
290,5991056,Kenora,CA,49.82,-94.43,1599946557,40,63,66.2,13.018969207800001
291,2419622,Kérouané,GN,9.27,-9.02,1599946557,54,93,71.53,3.802791693
292,5554428,Ketchikan,US,55.34,-131.65,1599946281,1,67,60.8,25.5234430689
293,2022572,Khatanga,RU,71.97,102.5,1599946558,76,70,48.0,14.5624552479
294,2124611,Kholodnyy,RU,62.72,147.95,1599946558,0,54,47.03,4.250178951
295,7082481,Khuzdar,PK,27.74,66.64,1599946558,0,57,77.0,4.4067644913
296,2161515,Kiama,AU,-34.68,150.87,1599946559,98,79,57.99,7.5608446602
297,2094027,Kieta,PG,-6.22,155.63,1599946559,2,72,82.29,6.1963135233
298,2314302,Kinshasa,CD,-4.32,15.32,1599946559,17,73,77.0,15.5019684897
299,2178753,Kirakira,SB,-10.45,161.92,1599946559,41,77,82.33,20.9153543115
300,2618795,Klaksvík,FO,62.23,-6.59,1599946038,90,93,46.4,5.010737289600001
301,5866583,Saint Paul Harbor,US,57.79,-152.41,1599946560,1,38,60.8,23.0180744241
302,1259091,Kollam,IN,8.88,76.6,1599946560,40,83,78.8,11.3636363532
303,1513491,Yangi Marg`ilon,UZ,40.43,71.72,1599946560,0,51,62.6,15.5019684897
304,1578500,Kon Tum,VN,14.35,108.0,1599946560,61,93,67.98,4.0488546849
305,1502073,Krasnosel'kup,RU,65.7,82.47,1599946560,7,89,50.18,31.473693600300003
306,2012349,Krasnyy Chikoy,RU,50.36,108.75,1599946561,100,87,48.97,10.1109520308
307,650769,Kristinestad,FI,62.27,21.38,1599946561,100,79,55.27,46.5953829207
308,986717,Kruisfontein,ZA,-34.0,24.73,1599946562,91,25,72.0,6.71080887
309,1735634,Kuching,MY,1.55,110.33,1599946562,40,100,75.2,5.010737289600001
